,serviceCharge,picturecount,pricetrend,telekomUploadSpeed,totalRent,yearConstructed,scoutId,noParkSpaces,yearConstructedRange,baseRent,livingSpace,baseRentRange,geo_plz,noRooms,thermalChar,floor,numberOfFloors,noRoomsRange,livingSpaceRange,lastRefurbish,americanArea,condition_num,newlyConst_num,balcony_num,hasKitchen_num,cellar_num,lift_num,garden_num,heatingType_num,interiorQual_num
0,235.0,8,5.13,40.0,930.0,1978.0,110401882,1.0,3.0,695.0,100.0,5,48157,2.0,162.0,1.0,3.0,2,4,2017.0,1076.39,0,0,1,0,1,0,0,15,13
1,180.0,18,4.98,40.0,1190.0,2018.0,113246709,1.0,9.0,1010.0,87.56,7,48167,3.0,14.0,1.0,1.0,3,4,2017.0,942.487084,6,1,1,0,1,1,1,9,13
2,140.0,6,6.67,40.0,809.0,1974.0,106998808,1.0,3.0,669.0,76.75,5,48159,3.0,201.0,1.0,11.0,3,3,2017.0,826.129325,2,0,1,0,1,1,0,11,6
3,180.0,1,6.93,10.0,911.5,1870.0,107382376,1.0,1.0,731.5,77.0,5,48151,2.0,97.3,1.0,3.0,2,3,2013.0,828.8203,2,0,0,0,1,0,0,30,6
4,170.0,19,6.81,40.0,1160.0,2018.0,107298660,1.0,9.0,990.0,85.0,6,48155,3.0,97.3,1.0,3.0,3,4,2017.0,914.9315,5,1,1,0,0,0,0,15,13
5,160.0,28,5.76,40.0,820.0,1968.0,111158701,1.0,2.0,660.0,75.0,5,48161,2.0,192.7,2.0,3.0,2,3,2017.0,807.2925,2,0,0,0,0,0,0,15,13
6,160.0,12,5.41,40.0,1260.0,2005.0,105927383,1.0,6.0,1100.0,134.0,7,48161,4.0,111.16,1.0,2.0,4,6,2017.0,1442.3626,0,0,1,0,0,0,0,15,13
7,100.0,12,4.73,40.0,1090.0,1968.0,115198859,1.0,2.0,990.0,120.0,6,48165,3.0,97.3,1.0,3.0,3,5,2010.0,1291.668,0,0,1,1,1,0,0,16,13
8,120.0,10,5.64,40.0,772.0,1975.0,111394140,1.0,3.0,652.0,72.54,5,48163,3.0,171.0,1.0,3.0,3,3,2017.0,780.813306,2,0,0,0,0,0,0,15,13
9,350.0,37,4.53,40.0,2030.0,2011.0,93600611,1.0,8.0,1680.0,138.0,8,48145,4.0,42.0,4.0,5.0,4,6,2017.0,1485.4181999999998,5,0,1,0,1,1,0,16,6
10,100.0,19,5.71,40.0,1050.0,1995.0,111307240,1.0,5.0,950.0,81.4,6,48167,3.0,97.3,1.0,3.0,3,4,2017.0,876.18146,6,0,1,1,1,1,1,15,13
11,170.0,6,4.66,40.0,995.0,1995.0,113844012,1.0,5.0,825.0,98.0,6,48159,4.0,97.3,1.0,2.0,4,4,2017.0,1054.8622,2,0,1,0,0,0,0,15,13
12,185.0,12,5.18,40.0,1073.0,1976.0,115472350,1.0,3.0,888.0,74.0,6,48153,2.0,163.7,1.0,3.0,2,3,2017.0,796.5286,0,0,1,0,1,0,1,11,13
13,140.0,9,4.74,40.0,910.0,2019.0,115198854,1.0,9.0,770.0,52.0,5,48165,2.0,40.6,1.0,3.0,2,2,2017.0,559.7228,6,1,1,0,0,1,0,15,13
14,170.0,13,4.98,40.0,1067.0,2018.0,113798410,1.0,9.0,897.0,78.0,6,48167,2.5,14.0,2.0,3.0,2,3,2017.0,839.5842,6,1,1,0,1,1,1,9,13
15,95.0,4,6.57,10.0,510.0,1972.0,111391562,1.0,3.0,415.0,32.0,3,48151,1.0,144.5,3.0,3.0,1,1,2017.0,344.4448,2,0,0,1,0,1,0,15,6
16,120.0,6,4.92,40.0,1100.0,1966.0,115658402,1.0,2.0,980.0,79.0,6,48151,3.0,146.5,3.0,3.0,3,3,2017.0,850.3480999999999,5,0,0,0,0,0,0,30,13
17,68.5,5,4.92,40.0,377.5,1984.0,113865987,1.0,4.0,309.0,28.0,2,48165,1.0,124.3,3.0,3.0,1,1,2017.0,301.3892,2,0,0,1,0,0,0,15,13
18,150.0,11,4.58,40.0,1400.0,2017.0,114834754,1.0,9.0,1250.0,116.0,7,48165,3.0,36.0,3.0,4.0,3,5,2017.0,1248.6124,5,0,1,0,1,1,0,29,13
19,234.0,4,6.12,40.0,3069.0,2018.0,110418665,1.0,9.0,2835.0,195.0,9,48153,4.0,97.3,1.0,5.0,4,7,2017.0,2098.9605,6,1,1,0,0,1,0,15,13
20,100.0,7,4.47,2.4,500.0,1995.0,115638872,1.0,5.0,400.0,31.0,2,48161,1.0,97.3,1.0,3.0,1,1,2020.0,333.6809,2,0,0,1,0,0,0,15,13
21,290.0,15,6.29,2.4,1760.0,2001.0,111395696,1.0,6.0,1470.0,122.5,7,48151,4.0,80.3,1.0,3.0,4,6,2017.0,1318.57775,2,0,1,1,1,0,0,15,13
22,80.0,12,6.25,40.0,743.0,2003.0,106535548,1.0,6.0,663.0,78.0,5,48165,3.0,77.0,1.0,3.0,3,3,2017.0,839.5842,2,0,0,0,0,0,0,15,13
23,80.0,9,4.26,40.0,440.0,1969.0,115651109,1.0,2.0,360.0,21.0,2,48161,1.0,97.3,1.0,3.0,1,1,2017.0,226.0419,1,0,0,0,1,0,0,15,13
25,50.0,1,6.49,10.0,500.0,1956.0,73718243,1.0,2.0,450.0,42.0,3,48145,1.5,95.9,1.0,3.0,1,2,2006.0,452.0838,0,0,0,0,0,0,1,30,6
26,129.0,3,5.95,40.0,418.0,1974.0,114243776,1.0,3.0,289.0,24.0,1,48159,1.0,139.1,1.0,7.0,1,1,2017.0,258.3336,0,0,0,0,0,0,0,15,13
27,300.0,17,5.0,40.0,2800.0,1948.0,113737537,1.0,1.0,2500.0,172.0,9,48143,4.0,99.0,3.0,3.0,4,7,2017.0,1851.3908,6,0,1,0,1,1,0,15,13
28,200.0,4,4.98,40.0,975.0,2019.0,110679221,1.0,9.0,775.0,78.0,5,48165,2.0,41.0,1.0,3.0,2,3,2017.0,839.5842,6,1,1,0,1,0,0,15,13
29,160.0,24,5.95,40.0,1210.0,1995.0,106896896,1.0,5.0,1050.0,116.0,7,48163,3.0,95.5,1.0,3.0,3,5,2017.0,1248.6124,2,0,1,1,1,0,0,11,13
30,220.0,6,4.86,40.0,915.0,1965.0,113542341,1.0,2.0,695.0,95.0,5,48161,4.0,193.0,1.0,3.0,4,4,2017.0,1022.5705,2,0,1,0,1,0,0,15,13
31,115.0,4,6.49,40.0,459.0,1974.0,109622089,1.0,3.0,344.0,32.09,2,48159,1.0,201.0,3.0,7.0,1,1,2017.0,345.41355100000004,0,0,1,1,0,1,0,15,6
32,180.0,13,4.98,40.0,1215.0,2018.0,113246595,1.0,9.0,1035.0,89.84,7,48167,3.0,14.0,1.0,1.0,3,4,2017.0,967.028776,6,1,1,0,1,1,1,9,13
33,210.0,8,5.79,40.0,899.0,1974.0,114504125,1.0,3.0,689.0,80.0,5,48159,3.0,201.0,1.0,2.0,3,3,2017.0,861.112,0,0,0,0,0,0,0,15,13
34,98.0,5,6.49,40.0,383.0,1974.0,109355257,1.0,3.0,285.0,23.77,1,48159,1.0,63.0,7.0,7.0,1,1,2017.0,255.857903,0,0,0,1,0,1,0,15,6
35,150.0,8,2.56,40.0,860.0,1999.0,83892135,1.0,5.0,710.0,82.0,5,48165,3.0,65.0,0.0,3.0,3,4,2015.0,882.6397999999999,5,0,1,0,1,0,1,15,13
36,140.0,3,5.0,40.0,925.0,2019.0,112850734,1.0,9.0,785.0,53.0,5,48165,2.0,40.6,1.0,3.0,2,2,2017.0,570.4866999999999,6,1,1,0,0,1,0,15,13
37,50.0,8,4.92,40.0,450.0,1995.0,115693555,1.0,5.0,400.0,17.0,2,48151,1.0,97.3,0.0,3.0,1,1,2017.0,182.9863,2,0,0,1,0,0,0,15,13
38,150.0,15,4.92,40.0,900.0,1982.0,113050633,1.0,4.0,750.0,57.0,5,48161,1.5,155.0,5.0,1.0,1,2,2017.0,613.5423,4,0,1,0,1,1,0,15,13
39,150.3,5,5.79,40.0,499.3,1974.0,115663017,1.0,3.0,349.0,32.0,2,48159,1.0,139.1,1.0,2.0,1,1,2017.0,344.4448,2,0,0,0,0,0,0,15,13
40,170.0,6,5.88,40.0,1250.0,1973.0,106719149,1.0,3.0,1080.0,85.0,7,48147,2.0,103.7,1.0,2.0,2,4,2017.0,914.9315,4,0,1,0,0,0,0,11,13
41,112.0,3,5.95,40.0,361.0,1974.0,114243777,1.0,3.0,249.0,20.0,1,48159,1.0,139.1,1.0,7.0,1,1,2017.0,215.278,2,0,0,0,0,0,0,15,13
42,127.08,3,1.45,40.0,510.12,1974.0,89859588,1.0,3.0,383.04,36.48,2,48159,1.0,97.3,7.0,7.0,1,1,2017.0,392.667072,0,0,1,1,1,1,0,15,6
43,160.0,6,6.49,40.0,850.0,1972.0,107113062,1.0,3.0,690.0,82.0,5,48163,3.0,92.2,1.0,3.0,3,4,2016.0,882.6397999999999,0,0,1,0,1,0,0,11,13
44,160.0,7,4.97,40.0,1110.0,1924.0,113519085,1.0,1.0,950.0,95.0,6,48167,3.0,97.3,1.0,3.0,3,4,2017.0,1022.5705,1,0,0,1,0,0,0,15,13
45,136.56,3,5.95,40.0,525.56,1974.0,114243786,1.0,3.0,389.0,36.0,2,48159,1.0,139.1,1.0,7.0,1,1,2017.0,387.5004,0,0,0,0,0,0,0,15,13
46,160.0,1,5.9,40.0,1210.0,2014.0,75146285,1.0,8.0,1050.0,119.0,7,48167,4.0,37.5,2.0,2.0,4,5,2017.0,1280.9041,5,0,1,0,0,0,0,11,13
47,145.0,6,5.95,40.0,504.0,1973.0,114243766,1.0,3.0,359.0,33.0,2,48159,1.0,137.8,1.0,2.0,1,1,2017.0,355.2087,0,0,0,0,0,0,0,15,13
48,210.0,11,6.02,40.0,1565.0,2017.0,110365303,2.0,9.0,1355.0,129.0,7,48165,4.0,36.0,3.0,4.0,4,6,2017.0,1388.5431,2,0,1,1,1,1,0,13,13
49,110.0,13,3.61,40.0,1113.0,2011.0,73273191,1.0,8.0,1003.0,118.0,7,48163,3.0,97.3,1.0,3.0,3,5,2017.0,1270.1402,2,0,0,0,0,0,0,15,13
50,140.0,8,5.0,40.0,925.0,2019.0,112850729,1.0,9.0,785.0,53.0,5,48165,2.0,40.6,1.0,3.0,2,2,2017.0,570.4866999999999,6,1,1,0,0,1,0,15,13
51,120.0,3,6.54,40.0,1040.0,1952.0,111246525,1.0,2.0,920.0,71.94,6,48147,2.0,99.0,3.0,5.0,2,3,2017.0,774.354966,0,0,1,0,1,0,0,30,13
52,120.0,1,4.73,40.0,1415.0,2009.0,114000972,1.0,7.0,1295.0,136.0,7,48165,3.0,69.9,2.0,3.0,3,6,2017.0,1463.8904,2,0,0,0,0,0,0,15,13
53,100.0,5,5.79,40.0,936.05,2001.0,62468898,2.0,6.0,836.05,72.7,6,48165,2.0,62.0,1.0,3.0,2,3,2014.0,782.53553,3,0,1,0,1,1,0,15,13
54,115.0,6,5.95,40.0,374.0,1973.0,114243775,1.0,3.0,259.0,21.0,1,48159,1.0,137.8,1.0,2.0,1,1,2017.0,226.0419,0,0,0,0,0,0,0,15,13
55,120.0,16,4.92,40.0,885.0,1995.0,113357282,1.0,5.0,765.0,98.0,5,48165,3.0,151.8,1.0,3.0,3,4,2017.0,1054.8622,2,0,0,0,0,0,0,15,13
56,120.0,1,4.38,2.4,970.0,2020.0,115336001,1.0,9.0,850.0,62.6,6,48155,2.0,97.3,2.0,2.0,2,3,2017.0,673.82014,6,1,1,0,1,0,0,13,13
57,95.0,2,5.71,40.0,1007.0,2003.0,99899406,1.0,6.0,912.0,96.0,6,48165,3.0,97.3,1.0,3.0,3,4,2017.0,1033.3344,2,0,0,0,0,0,0,15,13
58,200.0,13,5.74,40.0,920.0,1902.0,111145346,1.0,1.0,720.0,90.0,5,48161,3.0,163.0,2.0,2.0,3,4,2017.0,968.751,0,0,0,1,1,0,0,15,13
59,300.0,17,4.49,40.0,2250.0,2019.0,115695168,1.0,9.0,1950.0,172.0,8,48143,4.0,99.0,3.0,3.0,4,7,2017.0,1851.3908,6,1,1,0,1,1,0,15,13
60,165.0,12,5.6,40.0,1060.0,2015.0,111274902,1.0,8.0,895.0,67.0,6,48155,2.5,15.2,1.0,1.0,2,3,2017.0,721.1813,5,0,1,1,1,0,0,9,6
61,200.0,8,5.07,40.0,950.0,1980.0,113841241,1.0,3.0,750.0,65.0,5,48167,2.0,97.3,1.0,2.0,2,3,2017.0,699.6535,1,0,1,0,0,0,0,15,13
62,200.0,7,6.25,40.0,1075.0,1995.0,107299079,1.0,5.0,875.0,96.0,6,48165,3.0,123.5,1.0,3.0,3,4,2017.0,1033.3344,2,0,1,1,0,0,0,11,13
63,130.0,10,4.11,40.0,840.0,2014.0,115590075,1.0,8.0,710.0,64.0,5,48157,2.0,58.6,1.0,2.0,2,3,2017.0,688.8896,5,0,1,0,1,1,0,15,13
64,116.74,4,5.79,40.0,395.74,1974.0,115663025,1.0,3.0,279.0,23.0,1,48159,1.0,139.1,1.0,2.0,1,1,2017.0,247.5697,0,0,0,0,0,0,0,15,13
65,150.0,17,4.37,40.0,920.0,1973.0,114880615,1.0,3.0,770.0,104.0,5,48157,3.0,90.0,1.0,3.0,3,5,2017.0,1119.4456,1,0,1,0,1,0,0,16,13
66,160.0,25,4.0,10.0,1540.0,2014.0,93657802,1.0,8.0,1380.0,162.0,7,48161,6.0,97.3,1.0,3.0,5,7,2017.0,1743.7518,5,0,0,0,0,0,0,16,13
67,90.86,3,1.45,40.0,339.5,1974.0,89860937,1.0,3.0,248.64,20.38,1,48159,1.0,97.3,7.0,7.0,1,1,2017.0,219.368282,2,0,0,1,1,1,0,15,6
68,85.0,11,1.43,2.4,645.0,1998.0,48829730,1.0,5.0,560.0,76.0,4,48161,2.0,125.0,1.0,2.0,2,3,2017.0,818.0563999999999,0,0,1,0,1,1,0,30,13
69,300.0,11,5.63,40.0,1315.0,1978.0,106484124,1.0,3.0,1015.0,115.0,7,48157,4.0,85.7,1.0,3.0,4,5,2018.0,1237.8485,2,0,1,0,1,0,1,15,13
70,230.0,11,4.4,40.0,1255.0,2018.0,115266946,1.0,9.0,1025.0,87.0,7,48155,3.0,110.0,0.0,2.0,3,4,2017.0,936.4593,5,0,1,1,1,1,1,15,13
71,240.0,16,4.77,40.0,1620.0,1979.0,115700328,1.0,3.0,1380.0,135.0,7,48165,4.0,179.0,0.0,3.0,4,6,2017.0,1453.1265,1,0,1,0,1,0,1,15,6
72,90.0,1,5.97,40.0,690.0,2018.0,107359974,1.0,9.0,600.0,50.8,4,48143,1.0,86.0,1.0,3.0,1,2,2018.0,546.80612,4,1,0,1,0,0,0,30,13
73,120.0,1,6.63,40.0,900.0,2019.0,110630776,1.0,9.0,780.0,60.0,5,48155,2.0,97.3,2.0,2.0,2,2,2017.0,645.834,6,1,1,0,0,0,0,13,13
74,185.0,10,5.94,10.0,1095.0,1995.0,113862963,1.0,5.0,910.0,83.0,6,48155,2.5,97.3,1.0,3.0,2,4,2019.0,893.4037,4,0,1,0,1,0,0,11,13
75,168.0,10,5.51,40.0,1116.0,2019.0,111057277,1.0,9.0,878.0,69.66,6,48159,2.5,97.3,2.0,3.0,2,3,2017.0,749.813274,6,1,0,0,1,1,0,15,13
76,85.0,3,5.32,10.0,880.0,1995.0,113550176,1.0,5.0,795.0,80.0,5,48151,3.0,97.3,1.0,3.0,3,3,2017.0,861.112,2,0,1,0,1,0,0,15,13
77,150.0,12,5.94,40.0,1000.0,1995.0,113467713,1.0,5.0,850.0,75.0,6,48155,2.5,11.46,1.0,3.0,2,3,2017.0,807.2925,5,0,1,0,0,0,0,15,13
78,196.0,10,6.86,40.0,1186.0,1947.0,109775064,0.0,1.0,990.0,74.5,6,48153,2.0,109.0,1.0,3.0,2,3,2017.0,801.91055,3,0,1,1,1,0,0,15,13
79,129.0,4,5.95,40.0,415.15,1983.0,107374233,1.0,4.0,254.15,46.86,1,48163,2.0,95.0,2.0,3.0,2,2,2017.0,504.396354,2,0,1,0,1,1,0,15,13
80,210.0,1,5.32,40.0,1190.0,1952.0,113609236,1.0,2.0,980.0,101.3,6,48151,4.0,137.7,1.0,3.0,4,5,2019.0,1090.38307,4,0,1,0,1,0,0,30,13
81,120.0,10,4.92,40.0,950.0,1985.0,113791612,1.0,4.0,830.0,60.0,6,48143,2.0,113.0,1.0,5.0,2,2,2017.0,645.834,2,0,1,1,1,0,0,11,13
82,145.0,10,4.49,40.0,699.0,2019.0,114636440,1.0,9.0,554.0,29.0,4,48143,1.0,52.4,1.0,6.0,1,1,2017.0,312.1531,5,1,0,1,0,1,0,13,13
83,190.0,4,4.98,40.0,970.0,2019.0,110679157,1.0,9.0,780.0,75.0,5,48165,2.0,41.0,1.0,3.0,2,3,2017.0,807.2925,6,1,1,0,1,0,0,15,13
84,135.0,15,5.13,2.4,902.0,1958.0,85574807,1.0,2.0,657.0,73.01,5,48167,3.0,80.3,1.0,2.0,3,3,2009.0,785.872339,1,0,1,0,1,0,0,15,6
85,220.0,0,4.17,10.0,990.0,1977.0,115658840,1.0,3.0,770.0,93.0,5,48155,4.0,103.0,3.0,3.0,4,4,2016.0,1001.0427,0,0,1,0,1,0,1,15,6
86,140.0,3,5.06,2.4,720.0,2016.0,102318918,1.0,9.0,660.0,54.0,5,48165,2.0,30.0,2.0,3.0,2,2,2017.0,581.2506,5,0,1,0,0,1,0,13,13
87,250.0,41,6.18,10.0,1750.0,2009.0,110818780,1.0,7.0,1400.0,122.0,7,48151,4.0,60.1,1.0,3.0,4,6,2017.0,1313.1958,0,0,1,1,1,1,0,15,13
88,60.0,4,4.66,40.0,700.0,1993.0,115666108,1.0,5.0,580.0,62.0,4,48155,2.0,110.7,0.0,3.0,2,3,2017.0,667.3618,0,0,1,1,1,0,0,15,6
89,160.0,17,4.76,40.0,1060.0,1995.0,114118855,1.0,5.0,900.0,100.0,6,48167,3.0,97.3,1.0,3.0,3,4,2019.0,1076.39,5,0,1,0,1,0,0,11,13
90,140.0,6,4.37,10.0,560.0,1978.0,114934770,1.0,3.0,420.0,50.0,3,48157,2.0,97.3,2.0,2.0,2,2,2016.0,538.1949999999999,0,0,0,1,1,0,0,15,13
91,210.0,12,4.6,40.0,1340.0,2020.0,115694089,1.0,9.0,1130.0,80.88,7,48149,3.0,97.3,2.0,4.0,3,3,2017.0,870.5842319999999,6,1,1,0,1,1,0,13,13
92,260.0,19,5.13,40.0,1630.0,1995.0,112944903,1.0,5.0,1370.0,104.55,7,48145,3.0,64.6,1.0,3.0,3,5,2017.0,1125.3657449999998,5,0,1,0,0,1,1,15,6
93,160.0,14,7.07,40.0,1440.0,1982.0,110562918,1.0,4.0,1280.0,116.0,7,48153,5.0,60.0,3.0,3.0,5,5,2018.0,1248.6124,0,0,1,0,1,0,0,16,13
94,87.5,8,7.14,40.0,827.5,2005.0,106537897,1.0,6.0,740.0,67.0,5,48153,2.0,104.7,2.0,3.0,2,3,2017.0,721.1813,2,0,0,0,0,0,0,15,13
95,160.0,11,4.63,40.0,660.0,1992.0,115401337,1.0,5.0,500.0,28.0,3,48159,1.0,177.0,2.0,2.0,1,1,2020.0,301.3892,4,0,1,1,1,1,0,15,13
96,65.0,6,4.79,40.0,815.0,1995.0,115642789,1.0,5.0,750.0,65.0,5,48155,2.5,97.3,1.0,3.0,2,3,2017.0,699.6535,2,0,1,1,1,0,0,30,13
97,185.0,1,6.76,40.0,845.0,1998.0,105226911,1.0,5.0,660.0,73.0,5,48157,2.0,97.3,2.0,2.0,2,3,2017.0,785.7647,5,0,1,1,1,0,0,15,13
98,170.0,5,4.63,40.0,1100.0,1995.0,115381108,1.0,5.0,770.0,58.0,5,48159,2.0,97.3,0.0,3.0,2,2,2017.0,624.3062,3,0,0,1,1,0,1,11,6
99,375.0,10,4.37,40.0,1475.0,1964.0,89305368,1.0,2.0,1100.0,123.0,7,48157,4.0,97.3,1.0,3.0,4,6,2017.0,1323.9597,0,0,1,1,1,0,1,15,13
100,442.5,14,4.52,40.0,2832.5,2012.0,112326077,1.0,8.0,2390.0,177.0,9,48149,5.0,97.3,0.0,3.0,5,7,2017.0,1905.2103,2,0,1,0,0,1,0,15,13
101,230.0,0,5.83,40.0,1195.0,1986.0,110617026,1.0,4.0,970.0,64.0,6,48143,2.5,97.3,3.0,3.0,2,3,2017.0,688.8896,0,0,1,1,0,0,0,15,13
102,210.0,14,4.17,10.0,747.0,1995.0,115696074,1.0,5.0,537.0,43.0,4,48155,1.5,97.3,1.0,3.0,1,2,2017.0,462.8477,2,0,0,1,1,0,1,15,13
103,290.0,9,5.4,40.0,1500.0,2019.0,113853061,1.0,9.0,1210.0,86.29,7,48153,3.0,97.3,2.0,5.0,3,4,2017.0,928.816931,6,1,1,0,1,1,0,16,13
104,130.0,7,4.65,40.0,570.0,1996.0,113779406,1.0,5.0,440.0,54.0,3,48157,2.0,66.0,1.0,3.0,2,2,2017.0,581.2506,0,0,0,1,1,0,0,15,13
105,119.0,4,5.95,40.0,398.0,1973.0,114243769,1.0,3.0,279.0,23.0,1,48159,1.0,137.8,1.0,2.0,1,1,2017.0,247.5697,2,0,0,0,0,0,0,15,13
106,100.0,17,4.35,40.0,740.0,1995.0,109407329,2.0,5.0,640.0,70.0,5,48159,2.0,97.3,1.0,3.0,2,3,2017.0,753.473,5,0,0,1,0,0,1,15,13
107,400.0,20,5.09,40.0,1695.0,2010.0,111306227,1.0,7.0,1295.0,89.9,7,48147,2.0,99.97,0.0,3.0,2,4,2012.0,967.67461,5,0,1,1,1,1,1,15,6
108,119.5,4,3.23,40.0,680.5,1967.0,91189231,1.0,2.0,561.0,39.0,4,48155,1.0,97.3,1.0,3.0,1,1,2017.0,419.7921,3,0,0,1,0,0,0,15,13
109,110.0,4,6.25,40.0,450.0,1995.0,107378002,1.0,5.0,340.0,35.0,2,48149,1.0,97.3,1.0,4.0,1,1,2017.0,376.7365,2,0,1,0,0,0,0,15,13
110,95.0,1,4.24,40.0,782.0,1994.0,115414429,1.0,5.0,687.0,78.0,5,48163,3.0,102.0,0.0,3.0,3,3,2017.0,839.5842,2,0,0,0,0,0,0,15,13
